iter	Logloss
591	0.2100474107
592	0.209948913
593	0.2098691627
594	0.2098469809
595	0.2098300517
596	0.2097670822
597	0.2094405897
598	0.2089559971
599	0.2086972199
600	0.2082842272
601	0.2078453475
602	0.2075781142
603	0.2074639353
604	0.2072137213
605	0.2071689755
606	0.2069574959
607	0.2067113104
608	0.2066837576
609	0.2066293573
610	0.2063985882
611	0.206349626
612	0.2063370559
613	0.2059914359
614	0.2058663478
615	0.205396907
616	0.2053440327
617	0.2052432209
618	0.2051164167
619	0.2050953219
620	0.2049157402
621	0.2047948666
622	0.2044620907
623	0.204074847
624	0.2037804892
625	0.2035476028
626	0.2032324284
627	0.2030913158
628	0.203045287
629	0.20292625
630	0.2028422253
631	0.202757926
632	0.2025860772
633	0.2025049211
634	0.2024869689
635	0.2024089414
636	0.2023343371
637	0.2022530802
638	0.2021611314
639	0.2021465028
640	0.2016977035
641	0.2016503735
642	0.2014349687
643	0.2010640292
644	0.2009922331
645	0.2008705148
646	0.2008012584
647	0.2003887169
648	0.2000508073
649	0.1998948415
650	0.1995995658
651	0.1995839793
652	0.1995311467
653	0.1993191189
654	0.1990581024
655	0.1987669433
656	0.1985442187
657	0.1982801809
658	0.1980366298
659	0.1979041427
660	0.1978277362
661	0.1973176182
662	0.1972316667
663	0.1970012627
664	0.1969376273
665	0.1968326101
666	0.1963704849
667	0.196108009
668	0.1957997546
669	0.1957389324
670	0.1956672489
